key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1606_1/30,44,0.383467956,92.4,30.4,16-08-16,16:06:40:324,-0.383467956
20160816_1606_1/31,90,0.099967451,62.5,84.3,16-08-16,16:06:41:465,-0.099967451
20160816_1606_1/32,44,0.459052482,94.4,24.8,16-08-16,16:06:42:965,-0.459052482
20160816_1606_1/33,64,0.2601762,58.8,85.3,16-08-16,16:06:44:074,-0.2601762
20160816_1606_0/25,36,2.986699757,101.5,82.5,16-08-16,16:06:44:309,0.154892896
20160816_1606_1/34,51,0.42698993,64.8,86.3,16-08-16,16:06:46:731,-0.42698993
20160816_1606_1/35,49,0.601136816,94.5,25.5,16-08-16,16:06:47:543,-0.601136816
20160816_1606_1/36,98,0.095324188,61.9,84,16-08-16,16:06:48:637,-0.095324188
20160816_1606_1/38,64,0.056949386,59.6,80.8,16-08-16,16:06:51:309,-0.056949386
20160816_1606_1/39,64,0.361519286,62.3,83.9,16-08-16,16:06:53:638,-0.361519286
20160816_1606_1/40,50,0.219845595,51.2,85.2,16-08-16,16:06:55:872,-0.219845595
20160816_1606_1/41,111,0.340745476,56.6,77.7,16-08-16,16:06:58:247,-0.340745476
20160816_1607_1/1,53,6.265222198,54.2,79.8,16-08-16,16:07:00:841,-6.265222198
20160816_1607_0/1,29,4.157454023,24.4,43,16-08-16,16:07:02:873,-1.01586137
20160816_1607_1/2,80,0.288784237,52,72.5,16-08-16,16:07:02:935,-0.288784237
20160816_1607_1/3,78,0.309270949,53.6,73.3,16-08-16,16:07:02:966,-0.309270949
20160816_1607_1/4,71,0.323896026,57.2,74.8,16-08-16,16:07:03:029,-0.323896026
20160816_1607_1/5,69,0.218742311,54.1,72.4,16-08-16,16:07:05:217,-0.218742311
20160816_1607_1/6,89,0.20172075,56.2,71.2,16-08-16,16:07:08:389,-0.20172075
20160816_1607_1/7,45,0.242352583,58.7,69.3,16-08-16,16:07:08:811,-0.242352583
20160816_1607_0/2,25,1.382225911,25.3,65.8,16-08-16,16:07:10:170,1.759366743
20160816_1607_1/14,65,0.491712774,58.8,68.5,16-08-16,16:07:13:326,-0.491712774
20160816_1607_1/17,93,0.472758213,56.8,70.4,16-08-16,16:07:15:420,-0.472758213
20160816_1607_1/20,76,6.222697494,63.9,56.5,16-08-16,16:07:18:546,-6.222697494
20160816_1607_1/24,69,3.731562169,115.6,92.8,16-08-16,16:07:23:796,-3.731562169
20160816_1607_1/26,105,0.18321182,54.6,76.4,16-08-16,16:07:24:968,-0.18321182
20160816_1607_1/28,43,5.806819251,109.3,109.3,16-08-16,16:07:29:359,-5.806819251
20160816_1607_0/5,26,3.052455996,135.2,53.6,16-08-16,16:07:30:921,0.089136657
20160816_1607_0/6,24,0.233045427,68.5,98,16-08-16,16:07:41:995,2.908547226
20160816_1607_0/7,27,0.504001212,61.6,42.2,16-08-16,16:07:58:299,2.637591442
20160816_1608_0/0,38,4.070289337,58.8,39.2,16-08-16,16:08:00:158,-0.928696683
20160816_1608_1/1,27,4.469435716,93.5,93.8,16-08-16,16:08:01:148,-4.469435716
20160816_1608_0/1,60,3.961900214,63.8,38.3,16-08-16,16:08:02:201,-0.820307561
20160816_1608_1/4,45,5.675611168,89.2,98.4,16-08-16,16:08:03:789,-5.675611168
20160816_1608_1/5,40,5.687544881,88.6,100.6,16-08-16,16:08:03:836,-5.687544881
20160816_1608_0/2,82,3.663016724,63.6,38.8,16-08-16,16:08:05:696,-0.52142407
20160816_1608_0/3,85,3.522417087,64.5,38.8,16-08-16,16:08:07:977,-0.380824433
20160816_1608_0/4,63,3.727015684,66,39,16-08-16,16:08:10:212,-0.585423031
20160816_1608_0/5,63,3.696912136,65,40,16-08-16,16:08:12:368,-0.555319482
20160816_1608_0/6,23,3.675465192,64.6,42.6,16-08-16,16:08:14:602,-0.533872538
20160816_1608_0/7,76,3.407036463,65.8,39.6,16-08-16,16:08:16:634,-0.26544381
20160816_1608_0/8,70,3.394923796,68.5,38,16-08-16,16:08:16:696,-0.253331143
20160816_1608_0/9,23,4.814434143,90.5,73,16-08-16,16:08:18:431,-1.672841489
20160816_1608_0/10,41,3.787526335,62.8,40.8,16-08-16,16:08:18:665,-0.645933681
20160816_1608_1/23,23,0.448759819,74.8,49.5,16-08-16,16:08:30:838,-0.448759819
20160816_1608_1/24,97,0.272482008,79,46.6,16-08-16,16:08:36:760,-0.272482008
20160816_1608_1/25,76,0.768098776,79.8,52,16-08-16,16:08:39:682,-0.768098776
20160816_1608_1/27,99,6.242347967,78.8,51.8,16-08-16,16:08:41:979,-6.242347967
20160816_1608_1/28,27,4.370822065,81.5,52.7,16-08-16,16:08:44:964,-4.370822065
20160816_1608_1/29,93,0.339292796,76,53.8,16-08-16,16:08:46:870,-0.339292796
20160816_1608_1/30,23,5.932549572,45.5,55.5,16-08-16,16:08:47:605,-5.932549572
20160816_1608_1/31,96,0.445943182,73,58.5,16-08-16,16:08:49:433,-0.445943182
20160816_1608_1/32,81,0.445380526,75.5,58.5,16-08-16,16:08:49:589,-0.445380526
20160816_1608_0/11,51,0.041731844,113.8,22.5,16-08-16,16:08:51:324,3.099860809
20160816_1608_1/37,69,0.468603575,75,63.5,16-08-16,16:08:52:183,-0.468603575
20160816_1608_1/38,87,0.383734878,72.6,94.8,16-08-16,16:08:53:215,-0.383734878
20160816_1608_1/39,86,0.423103293,74.2,95.8,16-08-16,16:08:53:230,-0.423103293
20160816_1608_1/40,56,0.379058893,69.5,57.3,16-08-16,16:08:54:793,-0.379058893
20160816_1608_1/41,55,0.368553544,69.3,55.8,16-08-16,16:08:54:809,-0.368553544
20160816_1608_1/43,87,5.994637173,29,60.6,16-08-16,16:08:57:496,-5.994637173
20160816_1608_1/45,94,2.872350657,27.4,60.6,16-08-16,16:08:57:512,-2.872350657
20160816_1608_1/44,84,0.260141985,84.6,90.4,16-08-16,16:08:57:527,-0.260141985
20160816_1608_0/12,62,3.60606793,140.8,54.3,16-08-16,16:08:57:793,-0.464475277
20160816_1608_1/48,74,0.322023476,86.8,91.3,16-08-16,16:08:59:981,-0.322023476
20160816_1609_1/1,41,0.312600907,75.5,49.5,16-08-16,16:09:00:512,-0.312600907
20160816_1609_1/2,76,0.724533291,85.3,90.9,16-08-16,16:09:02:418,-0.724533291
20160816_1609_1/3,48,0.161696206,75.1,47.8,16-08-16,16:09:03:153,-0.161696206
20160816_1609_0/0,24,3.036505997,91.8,48.5,16-08-16,16:09:03:278,0.105086656
20160816_1609_1/4,88,0.453659046,85.5,86.5,16-08-16,16:09:04:700,-0.453659046
20160816_1609_1/5,54,0.695325825,72.2,50.2,16-08-16,16:09:05:200,-0.695325825
20160816_1609_1/7,82,0.302024242,73.5,49,16-08-16,16:09:07:684,-0.302024242
20160816_1609_1/8,82,0.302024242,73.5,49,16-08-16,16:09:07:684,-0.302024242
20160816_1609_1/6,38,4.748683137,25,88.3,16-08-16,16:09:08:028,-4.748683137
20160816_1609_1/9,53,0.436992858,95,80.8,16-08-16,16:09:10:013,-0.436992858
20160816_1609_1/11,46,0.313251621,76,45.2,16-08-16,16:09:10:169,-0.313251621
20160816_1609_1/10,22,0.424137684,96.4,77.9,16-08-16,16:09:10:310,-0.424137684
20160816_1609_1/12,29,3.529816174,78.8,43.8,16-08-16,16:09:10:341,-3.529816174
20160816_1609_1/13,35,0.442779261,95.5,72.5,16-08-16,16:09:12:263,-0.442779261
20160816_1609_1/14,54,0.429094764,80.3,44.5,16-08-16,16:09:12:919,-0.429094764
20160816_1609_1/15,23,3.032396454,94,73.1,16-08-16,16:09:14:091,-3.032396454
20160816_1609_1/16,55,0.02382191,97.6,72,16-08-16,16:09:14:326,-0.02382191
20160816_1609_1/17,61,0.354591678,82,42,16-08-16,16:09:15:638,-0.354591678
20160816_1609_0/4,114,4.138750323,95,65.2,16-08-16,16:09:16:013,-0.997157669
20160816_1609_1/18,48,0.492445458,93.7,72.3,16-08-16,16:09:16:451,-0.492445458
20160816_1609_1/19,85,0.460953699,97.7,73.4,16-08-16,16:09:18:607,-0.460953699
20160816_1609_1/20,70,0.461590887,77.3,38.3,16-08-16,16:09:20:560,-0.461590887
20160816_1609_1/21,34,0.640351867,99,71.8,16-08-16,16:09:21:060,-0.640351867
20160816_1609_1/22,76,1.729899877,23.2,66.2,16-08-16,16:09:22:029,-1.729899877
20160816_1609_0/7,42,1.978493728,67.5,26,16-08-16,16:09:23:029,1.163098925
20160816_1609_1/24,51,0.215848672,102.8,67.5,16-08-16,16:09:23:123,-0.215848672
20160816_1609_1/25,49,0.201862084,101.6,69.4,16-08-16,16:09:23:154,-0.201862084
